timestamp,vehicle_id,speed_kmph,engine_temp_c,fuel_level_percent
2025-10-28 01:10:58,VH9197,168,68.35785109591245,99.24113107687818
2025-10-28 01:10:58,VH8474,150,105.6909057367332,72.12872606172618
2025-10-28 01:10:58,VH1737,136,61.760240233162186,54.850041693675486
2025-10-28 01:10:58,VH8499,61,83.50739331469936,39.748205591416806
2025-10-28 01:10:58,VH4612,120,94.02325118733268,21.69405501576214
2025-10-28 01:10:58,VH3853,68,105.27092658225588,21.3373078649586
2025-10-28 01:10:58,VH6983,54,68.9379800317362,49.08832600713768
2025-10-28 01:10:58,VH4241,125,66.8010776444324,14.738970068017409
2025-10-28 01:10:58,VH4809,78,77.84866837020539,41.59685340791776
2025-10-28 01:10:58,VH2501,178,117.5207310727018,0.6776746475880779
2025-10-28 01:10:58,VH5316,45,96.87201860672494,94.38694822977295
2025-10-28 01:10:58,VH7564,71,92.81049674860732,83.02715269543458
