timestamp,vehicle_id,speed,engine_temp,fuel_level,gps_lat,gps_long
2025-10-28 01:57:27,6694,31.04,70.91,90.42,21.49,84.02
2025-10-28 01:57:27,9221,68.42,80.81,22.66,33.55,93.87
2025-10-28 01:57:27,8828,39.12,96.7,53.12,15.06,72.51
2025-10-28 01:57:27,1243,80.76,88.56,45.65,8.62,89.51
2025-10-28 01:57:28,2634,107.31,105.43,71.27,16.88,80.46
2025-10-28 01:57:28,5093,58.04,73.6,16.82,22.18,70.35
2025-10-28 01:57:28,4844,44.67,119.14,30.35,21.43,91.6
2025-10-28 01:57:28,9095,28.11,110.08,20.15,17.93,72.17
2025-10-28 01:57:28,7714,38.4,102.56,69.64,9.4,91.05
2025-10-28 01:57:28,4633,80.68,88.05,39.73,15.92,82.29
2025-10-28 01:57:28,3361,89.19,81.72,47.92,18.41,79.51
2025-10-28 01:57:28,6856,109.59,61.47,19.97,12.67,89.71
2025-10-28 01:57:28,5518,78.87,86.92,10.62,25.44,84.12
2025-10-28 01:57:28,1681,42.93,80.6,21.53,27.79,94.36
2025-10-28 01:57:28,1197,87.5,80.43,28.96,29.58,84.07
2025-10-28 01:57:28,3984,35.25,61.74,38.37,35.78,90.96
2025-10-28 01:57:28,2887,58.97,63.98,87.46,24.93,88.32
2025-10-28 01:57:28,7788,117.33,102.11,22.67,11.17,80.47
2025-10-28 01:57:28,5415,84.7,68.31,70.81,36.72,73.62
2025-10-28 01:57:28,2183,107.85,117.06,28.12,20.35,70.45
2025-10-28 01:57:28,6480,113.42,92.01,84.29,23.75,93.58
2025-10-28 01:57:28,8277,42.21,105.24,27.04,10.03,96.67
2025-10-28 01:57:28,3338,106.44,82.83,96.49,16.14,81.16
2025-10-28 01:57:29,5812,21.21,113.41,88.65,8.91,88.38
2025-10-28 01:57:29,4150,62.14,105.13,67.72,17.87,74.24
2025-10-28 01:57:29,6988,97.25,68.78,89.06,21.21,91.94
2025-10-28 01:57:29,8911,43.85,64.46,45.88,33.1,79.0
2025-10-28 01:57:29,6393,94.2,70.69,86.04,23.35,88.2
2025-10-28 01:57:29,3607,45.74,106.83,56.61,32.88,73.15
2025-10-28 01:57:29,8719,24.11,104.23,95.75,15.79,83.86
2025-10-28 01:57:29,3627,76.56,99.44,38.41,18.36,88.83
2025-10-28 01:57:29,5760,100.96,76.03,99.36,34.16,93.99
2025-10-28 01:57:29,9512,115.4,95.4,64.58,28.95,89.67
2025-10-28 01:57:29,9349,28.72,60.11,44.01,12.09,89.93
2025-10-28 01:57:29,4714,35.98,106.33,39.8,29.15,83.73
2025-10-28 01:57:29,1603,95.66,96.53,64.15,37.02,96.45
2025-10-28 01:57:29,4521,20.77,78.24,42.73,25.44,95.55
2025-10-28 01:57:29,4135,96.0,64.61,11.76,19.96,85.5
2025-10-28 01:57:29,7941,61.2,113.53,47.64,22.83,93.71
2025-10-28 01:57:29,5035,88.5,108.74,21.58,34.5,73.84
2025-10-28 01:57:29,2655,51.36,81.02,32.71,11.33,74.28
2025-10-28 01:57:29,9536,61.54,91.91,18.62,20.81,80.77
2025-10-28 01:57:29,4652,41.59,69.09,30.14,19.79,97.15
2025-10-28 01:57:30,9799,77.03,80.65,61.37,13.41,79.3
2025-10-28 01:57:30,6536,63.37,112.53,96.99,15.36,69.33
