timestamp,vehicle_id,speed,engine_temp,fuel_level,gps_lat,gps_long
2025-10-28 01:57:28,1197,87.5,80.43,28.96,29.579007,84.073878
2025-10-28 01:57:28,3984,35.25,61.74,38.37,35.778359,90.959742
2025-10-28 01:57:28,2887,58.97,63.98,87.46,24.932517,88.315983
2025-10-28 01:57:28,7788,117.33,102.11,22.67,11.172547,80.474055
2025-10-28 01:57:28,5415,84.7,68.31,70.81,36.721199,73.623217
2025-10-28 01:57:28,2183,107.85,117.06,28.12,20.353047,70.45287
2025-10-28 01:57:28,6480,113.42,92.01,84.29,23.751865,93.581466
2025-10-28 01:57:28,8277,42.21,105.24,27.04,10.030467,96.668018
2025-10-28 01:57:28,3338,106.44,82.83,96.49,16.140476,81.161922
2025-10-28 01:57:29,5812,21.21,113.41,88.65,8.914191,88.37803
2025-10-28 01:57:29,4150,62.14,105.13,67.72,17.872911,74.243425
2025-10-28 01:57:29,6988,97.25,68.78,89.06,21.210403,91.938972
2025-10-28 01:57:29,8911,43.85,64.46,45.88,33.096139,78.995346
2025-10-28 01:57:29,6393,94.2,70.69,86.04,23.350228,88.202875
2025-10-28 01:57:29,3607,45.74,106.83,56.61,32.883491,73.148126
2025-10-28 01:57:29,8719,24.11,104.23,95.75,15.78686,83.856455
2025-10-28 01:57:29,3627,76.56,99.44,38.41,18.359444,88.828576
2025-10-28 01:57:29,5760,100.96,76.03,99.36,34.158902,93.990034
2025-10-28 01:57:29,9512,115.4,95.4,64.58,28.947758,89.668147
2025-10-28 01:57:29,9349,28.72,60.11,44.01,12.088347,89.933061
2025-10-28 01:57:29,4714,35.98,106.33,39.8,29.148298,83.73243
2025-10-28 01:57:29,1603,95.66,96.53,64.15,37.016266,96.452925
2025-10-28 01:57:29,4521,20.77,78.24,42.73,25.436056,95.548654
2025-10-28 01:57:29,4135,96.0,64.61,11.76,19.961989,85.498285
2025-10-28 01:57:29,7941,61.2,113.53,47.64,22.827818,93.708204
2025-10-28 01:57:29,5035,88.5,108.74,21.58,34.496478,73.844026
2025-10-28 01:57:29,2655,51.36,81.02,32.71,11.330725,74.276241
2025-10-28 01:57:29,9536,61.54,91.91,18.62,20.806718,80.771009
2025-10-28 01:57:29,4652,41.59,69.09,30.14,19.788386,97.145743
2025-10-28 01:57:30,9799,77.03,80.65,61.37,13.407165,79.304881
2025-10-28 01:57:30,6536,63.37,112.53,96.99,15.36493,69.326428
